M,p0_p,rho0_rho,T0_T,A_Astar
1.008,1.91072661,1.588020514,1.2032128,1.000053099
1.01,1.915216849,1.590685245,1.20402,1.000082876
1.012,1.919723543,1.593357947,1.2048288,1.000119212
1.014,1.924246744,1.596038636,1.2056392,1.000162086
1.016,1.928786506,1.59872733,1.2064512,1.000211476
1.018,1.933342881,1.601424046,1.2072648,1.000267362
1.02,1.937915922,1.604128801,1.20808,1.000329724
1.022,1.942505683,1.606841612,1.2088968,1.000398542
1.024,1.947112216,1.609562495,1.2097152,1.000473795
1.026,1.951735576,1.612291469,1.2105352,1.000555465
1.028,1.956375816,1.61502855,1.2113568,1.000643531
1.03,1.96103299,1.617773755,1.21218,1.000737974
1.032,1.965707153,1.620527102,1.2130048,1.000838775
1.034,1.970398358,1.623288608,1.2138312,1.000945916
1.036,1.975106661,1.62605829,1.2146592,1.001059377
1.038,1.979832116,1.628836166,1.2154888,1.001179141
1.04,1.984574779,1.631622253,1.21632,1.001305188
1.042,1.989334703,1.634416569,1.2171528,1.001437501
1.044,1.994111945,1.637219131,1.2179872,1.001576061
1.046,1.998906559,1.640029956,1.2188232,1.001720852
1.048,2.003718603,1.642849063,1.2196608,1.001871855
1.05,2.008548131,1.645676469,1.2205,1.002029054
1.052,2.013395199,1.648512192,1.2213408,1.00219243
1.054,2.018259864,1.651356249,1.2221832,1.002361968
1.056,2.023142183,1.654208658,1.2230272,1.002537649
1.058,2.028042212,1.657069437,1.2238728,1.002719459
1.06,2.032960007,1.659938604,1.22472,1.002907379
1.062,2.037895626,1.662816177,1.2255688,1.003101394
1.064,2.042849126,1.665702173,1.2264192,1.003301489
1.066,2.047820565,1.668596611,1.2272712,1.003507646
1.068,2.05281,1.671499509,1.2281248,1.00371985
1.07,2.057817489,1.674410884,1.22898,1.003938086
1.072,2.062843089,1.677330756,1.2298368,1.004162339
1.074,2.06788686,1.680259142,1.2306952,1.004392592
1.076,2.07294886,1.683196059,1.2315552,1.004628831
1.078,2.078029146,1.686141528,1.2324168,1.004871041
1.08,2.083127778,1.689095565,1.23328,1.005119207
1.082,2.088244816,1.692058189,1.2341448,1.005373316
1.084,2.093380317,1.695029419,1.2350112,1.005633351
1.086,2.098534342,1.698009273,1.2358792,1.0058993
1.088,2.10370695,1.700997769,1.2367488,1.006171147
1.09,2.108898201,1.703994927,1.23762,1.00644888
1.092,2.114108155,1.707000764,1.2384928,1.006732484
1.094,2.119336872,1.710015298,1.2393672,1.007021945
1.096,2.124584413,1.71303855,1.2402432,1.007317251
1.098,2.129850838,1.716070537,1.2411208,1.007618387
1.1,2.135136208,1.719111279,1.242,1.007925341
1.102,2.140440584,1.722160793,1.2428808,1.0082381
1.104,2.145764027,1.725219099,1.2437632,1.00855665
1.106,2.151106599,1.728286216,1.2446472,1.008880979
1.108,2.156468361,1.731362162,1.2455328,1.009211075
1.11,2.161849376,1.734446957,1.24642,1.009546925
1.112,2.167249704,1.737540619,1.2473088,1.009888516
1.114,2.172669409,1.740643168,1.2481992,1.010235837
1.116,2.178108553,1.743754622,1.2490912,1.010588876
1.118,2.183567199,1.746875001,1.2499848,1.01094762
1.12,2.189045409,1.750004324,1.25088,1.011312058
1.122,2.194543247,1.753142611,1.2517768,1.011682178
1.124,2.200060776,1.75628988,1.2526752,1.01205797
1.126,2.20559806,1.75944615,1.2535752,1.01243942
1.128,2.211155161,1.762611442,1.2544768,1.012826519
1.13,2.216732145,1.765785774,1.25538,1.013219256
1.132,2.222329075,1.768969166,1.2562848,1.013617618
1.134,2.227946016,1.772161638,1.2571912,1.014021596
1.136,2.233583032,1.775363208,1.2580992,1.014431179
1.138,2.239240188,1.778573897,1.2590088,1.014846356
1.14,2.244917549,1.781793724,1.25992,1.015267118
1.142,2.250615181,1.785022709,1.2608328,1.015693452
1.144,2.256333148,1.788260872,1.2617472,1.01612535
1.146,2.262071517,1.791508232,1.2626632,1.016562802
1.148,2.267830353,1.794764809,1.2635808,1.017005797
1.15,2.273609723,1.798030623,1.2645,1.017454326
1.152,2.279409693,1.801305694,1.2654208,1.017908378
1.154,2.285230329,1.804590042,1.2663432,1.018367946
1.156,2.291071698,1.807883687,1.2672672,1.018833018
1.158,2.296933867,1.811186648,1.2681928,1.019303586
1.16,2.302816903,1.814498947,1.26912,1.01977964
1.162,2.308720875,1.817820602,1.2700488,1.020261172
1.164,2.314645848,1.821151635,1.2709792,1.020748173
1.166,2.320591892,1.824492065,1.2719112,1.021240633
1.168,2.326559074,1.827841913,1.2728448,1.021738544
1.17,2.332547463,1.831201199,1.27378,1.022241898
1.172,2.338557128,1.834569943,1.2747168,1.022750685
1.174,2.344588136,1.837948166,1.2756552,1.023264897
1.176,2.350640557,1.841335889,1.2765952,1.023784527
1.178,2.35671446,1.844733131,1.2775368,1.024309566
1.18,2.362809916,1.848139913,1.27848,1.024840005
1.182,2.368926992,1.851556256,1.2794248,1.025375838
1.184,2.37506576,1.85498218,1.2803712,1.025917055
1.186,2.38122629,1.858417707,1.2813192,1.02646365
1.188,2.387408651,1.861862856,1.2822688,1.027015615
1.19,2.393612914,1.86531765,1.28322,1.027572942
1.192,2.399839151,1.868782107,1.2841728,1.028135624
1.194,2.406087432,1.87225625,1.2851272,1.028703653
1.196,2.412357829,1.875740099,1.2860832,1.029277022
1.198,2.418650413,1.879233676,1.2870408,1.029855725
1.2,2.424965256,1.882737,1.288,1.030439753
1.202,2.43130243,1.886250094,1.2889608,1.031029101
1.204,2.437662007,1.889772978,1.2899232,1.031623761
1.206,2.444044059,1.893305673,1.2908872,1.032223727
1.208,2.45044866,1.896848201,1.2918528,1.032828992
1.21,2.456875882,1.900400584,1.29282,1.033439549
1.212,2.463325799,1.903962841,1.2937888,1.034055392
1.214,2.469798484,1.907534995,1.2947592,1.034676516
1.216,2.47629401,1.911117066,1.2957312,1.035302913
1.218,2.482812451,1.914709077,1.2967048,1.035934577
1.22,2.489353882,1.918311049,1.29768,1.036571503
1.222,2.495918377,1.921923003,1.2986568,1.037213684
1.224,2.50250601,1.925544961,1.2996352,1.037861114
1.226,2.509116857,1.929176944,1.3006152,1.038513789
1.228,2.515750993,1.932818975,1.3015968,1.039171702
1.23,2.522408492,1.936471074,1.30258,1.039834847
1.232,2.529089431,1.940133264,1.3035648,1.040503219
1.234,2.535793885,1.943805567,1.3045512,1.041176813
1.236,2.54252193,1.947488003,1.3055392,1.041855624
1.238,2.549273643,1.951180596,1.3065288,1.042539646
1.24,2.5560491,1.954883367,1.30752,1.043228873
1.242,2.562848379,1.958596338,1.3085128,1.043923302
1.244,2.569671555,1.962319532,1.3095072,1.044622927
1.246,2.576518708,1.966052969,1.3105032,1.045327743
1.248,2.583389913,1.969796673,1.3115008,1.046037746
1.25,2.590285248,1.973550666,1.3125,1.04675293
1.252,2.597204793,1.977314969,1.3135008,1.047473291
1.254,2.604148625,1.981089605,1.3145032,1.048198825
1.256,2.611116823,1.984874597,1.3155072,1.048929527
1.258,2.618109466,1.988669966,1.3165128,1.049665392
1.26,2.625126632,1.992475736,1.31752,1.050406417
1.262,2.632168401,1.996291928,1.3185288,1.051152598
1.264,2.639234853,2.000118566,1.3195392,1.051903929
1.266,2.646326067,2.003955672,1.3205512,1.052660408
1.268,2.653442123,2.007803267,1.3215648,1.05342203
1.27,2.660583103,2.011661376,1.32258,1.054188791
1.272,2.667749086,2.015530021,1.3235968,1.054960687
1.274,2.674940154,2.019409224,1.3246152,1.055737716
1.276,2.682156386,2.023299009,1.3256352,1.056519872
1.278,2.689397866,2.027199398,1.3266568,1.057307153
1.28,2.696664674,2.031110414,1.32768,1.058099555
1.282,2.703956893,2.03503208,1.3287048,1.058897074
1.284,2.711274604,2.038964419,1.3297312,1.059699708
1.286,2.71861789,2.042907455,1.3307592,1.060507453
1.288,2.725986834,2.046861209,1.3317888,1.061320306
1.29,2.733381518,2.050825707,1.33282,1.062138264
1.292,2.740802027,2.05480097,1.3338528,1.062961323
1.294,2.748248442,2.058787021,1.3348872,1.063789481
1.296,2.755720849,2.062783885,1.3359232,1.064622735
1.298,2.763219331,2.066791585,1.3369608,1.065461082
1.3,2.770743972,2.070810143,1.338,1.066304519
1.302,2.778294857,2.074839584,1.3390408,1.067153044
1.304,2.78587207,2.078879931,1.3400832,1.068006654
1.306,2.793475698,2.082931207,1.3411272,1.068865346
1.308,2.801105825,2.086993437,1.3421728,1.069729119
1.31,2.808762536,2.091066643,1.34322,1.070597969
1.312,2.816445918,2.095150849,1.3442688,1.071471894
1.314,2.824156057,2.09924608,1.3453192,1.072350893
1.316,2.831893039,2.103352359,1.3463712,1.073234962
1.318,2.839656952,2.107469709,1.3474248,1.0741241
1.32,2.847447881,2.111598156,1.34848,1.075018305
1.322,2.855265914,2.115737721,1.3495368,1.075917575
1.324,2.86311114,2.119888431,1.3505952,1.076821907
1.326,2.870983644,2.124050308,1.3516552,1.077731301
1.328,2.878883517,2.128223378,1.3527168,1.078645754
1.33,2.886810845,2.132407663,1.35378,1.079565264
1.332,2.894765719,2.136603188,1.3548448,1.08048983
1.334,2.902748226,2.140809978,1.3559112,1.08141945
1.336,2.910758455,2.145028056,1.3569792,1.082354123
1.338,2.918796497,2.149257447,1.3580488,1.083293848
1.34,2.926862442,2.153498176,1.35912,1.084238622
1.342,2.934956378,2.157750267,1.3601928,1.085188445
1.344,2.943078397,2.162013745,1.3612672,1.086143316
1.346,2.951228588,2.166288633,1.3623432,1.087103232
1.348,2.959407044,2.170574957,1.3634208,1.088068194
1.35,2.967613855,2.174872741,1.3645,1.089038199
1.352,2.975849113,2.17918201,1.3655808,1.090013248
1.354,2.984112908,2.183502789,1.3666632,1.090993338
1.356,2.992405335,2.187835102,1.3677472,1.091978469
1.358,3.000726484,2.192178975,1.3688328,1.092968641
1.36,3.009076448,2.196534432,1.36992,1.093963852
1.362,3.017455321,2.200901498,1.3710088,1.094964102
1.364,3.025863195,2.205280198,1.3720992,1.095969391
1.366,3.034300165,2.209670558,1.3731912,1.096979716
1.368,3.042766323,2.214072602,1.3742848,1.097995079
1.37,3.051261763,2.218486355,1.37538,1.099015479
1.372,3.059786581,2.222911844,1.3764768,1.100040914
1.374,3.068340871,2.227349092,1.3775752,1.101071385
1.376,3.076924728,2.231798126,1.3786752,1.102106892
1.378,3.085538247,2.236258971,1.3797768,1.103147434
1.38,3.094181523,2.240731652,1.38088,1.104193011
1.382,3.102854653,2.245216194,1.3819848,1.105243624
1.384,3.111557732,2.249712624,1.3830912,1.106299271
1.386,3.120290858,2.254220966,1.3841992,1.107359953
1.388,3.129054126,2.258741247,1.3853088,1.108425669
1.39,3.137847634,2.263273492,1.38642,1.109496421
1.392,3.14667148,2.267817726,1.3875328,1.110572209
1.394,3.15552576,2.272373976,1.3886472,1.111653031
1.396,3.164410572,2.276942268,1.3897632,1.112738889
1.398,3.173326016,2.281522627,1.3908808,1.113829784
1.4,3.18227219,2.286115079,1.392,1.114925714
1.402,3.191249191,2.29071965,1.3931208,1.116026682
1.404,3.200257121,2.295336367,1.3942432,1.117132687
1.406,3.209296077,2.299965255,1.3953672,1.118243729
1.408,3.218366161,2.30460634,1.3964928,1.11935981
1.41,3.227467471,2.309259649,1.39762,1.12048093
1.412,3.236600108,2.313925208,1.3987488,1.12160709
1.414,3.245764174,2.318603044,1.3998792,1.122738291
1.416,3.254959768,2.323293182,1.4010112,1.123874532
1.418,3.264186993,2.327995649,1.4021448,1.125015816
1.42,3.27344595,2.332710471,1.40328,1.126162143
1.422,3.282736741,2.337437676,1.4044168,1.127313514
1.424,3.292059468,2.342177289,1.4055552,1.12846993
1.426,3.301414234,2.346929338,1.4066952,1.129631393
1.428,3.310801141,2.351693848,1.4078368,1.130797902
1.43,3.320220294,2.356470847,1.40898,1.13196946
1.432,3.329671794,2.361260361,1.4101248,1.133146067
1.434,3.339155747,2.366062418,1.4112712,1.134327725
1.436,3.348672257,2.370877043,1.4124192,1.135514436
1.438,3.358221427,2.375704265,1.4135688,1.1367062
1.44,3.367803363,2.38054411,1.41472,1.137903018
1.442,3.37741817,2.385396605,1.4158728,1.139104894
1.444,3.387065953,2.390261777,1.4170272,1.140311827
1.446,3.396746818,2.395139653,1.4181832,1.141523819
1.448,3.406460871,2.400030261,1.4193408,1.142740873
1.45,3.416208219,2.404933628,1.4205,1.143962989
1.452,3.425988968,2.409849781,1.4216608,1.14519017
1.454,3.435803225,2.414778748,1.4228232,1.146422416
1.456,3.445651098,2.419720555,1.4239872,1.147659731
1.458,3.455532695,2.424675231,1.4251528,1.148902115
1.46,3.465448123,2.429642803,1.42632,1.150149572
1.462,3.47539749,2.434623298,1.4274888,1.151402101
1.464,3.485380907,2.439616745,1.4286592,1.152659706
1.466,3.495398481,2.44462317,1.4298312,1.153922389
1.468,3.505450322,2.449642602,1.4310048,1.155190152
1.47,3.515536539,2.454675068,1.43218,1.156462996
1.472,3.525657244,2.459720597,1.4333568,1.157740924
1.474,3.535812545,2.464779216,1.4345352,1.159023939
1.476,3.546002554,2.469850952,1.4357152,1.160312041
1.478,3.556227382,2.474935835,1.4368968,1.161605235
1.48,3.56648714,2.480033893,1.43808,1.162903522
1.482,3.57678194,2.485145152,1.4392648,1.164206904
1.484,3.587111894,2.490269642,1.4404512,1.165515383
1.486,3.597477115,2.495407391,1.4416392,1.166828964
1.488,3.607877714,2.500558427,1.4428288,1.168147647
1.49,3.618313806,2.505722778,1.44402,1.169471435
1.492,3.628785503,2.510900473,1.4452128,1.170800332
1.494,3.639292919,2.51609154,1.4464072,1.172134339
1.496,3.649836169,2.521296008,1.4476032,1.17347346
1.498,3.660415367,2.526513905,1.4488008,1.174817697
1.5,3.671030627,2.53174526,1.45,1.176167052
1.502,3.681682065,2.536990102,1.4512008,1.17752153
1.504,3.692369797,2.542248459,1.4524032,1.178881132
1.506,3.703093938,2.54752036,1.4536072,1.180245862
1.508,3.713854603,2.552805834,1.4548128,1.181615722
1.51,3.724651911,2.55810491,1.45602,1.182990715
1.512,3.735485978,2.563417617,1.4572288,1.184370845
1.514,3.74635692,2.568743983,1.4584392,1.185756115
1.516,3.757264856,2.574084039,1.4596512,1.187146528
1.518,3.768209903,2.579437812,1.4608648,1.188542086
1.52,3.77919218,2.584805332,1.46208,1.189942793
1.522,3.790211806,2.590186629,1.4632968,1.191348653
1.524,3.801268899,2.595581732,1.4645152,1.192759668
1.526,3.812363578,2.600990669,1.4657352,1.194175842
1.528,3.823495965,2.606413471,1.4669568,1.195597178
1.53,3.834666177,2.611850166,1.46818,1.197023681
1.532,3.845874337,2.617300785,1.4694048,1.198455352
1.534,3.857120564,2.622765357,1.4706312,1.199892196
1.536,3.868404981,2.628243911,1.4718592,1.201334216
1.538,3.879727708,2.633736478,1.4730888,1.202781415
1.54,3.891088867,2.639243086,1.47432,1.204233798
1.542,3.902488581,2.644763767,1.4755528,1.205691368
1.544,3.913926972,2.650298548,1.4767872,1.207154129
1.546,3.925404163,2.655847461,1.4780232,1.208622084
1.548,3.936920278,2.661410536,1.4792608,1.210095237
1.55,3.94847544,2.666987802,1.4805,1.211573592
1.552,3.960069774,2.672579289,1.4817408,1.213057153
1.554,3.971703403,2.678185028,1.4829832,1.214545924
1.556,3.983376453,2.683805049,1.4842272,1.216039908
1.558,3.995089049,2.689439382,1.4854728,1.21753911
1.56,4.006841316,2.695088057,1.48672,1.219043533
1.562,4.01863338,2.700751104,1.4879688,1.220553182
1.564,4.030465368,2.706428555,1.4892192,1.22206806
1.566,4.042337406,2.712120439,1.4904712,1.223588172
1.568,4.054249622,2.717826788,1.4917248,1.225113522
1.57,4.066202142,2.723547631,1.49298,1.226644114
1.572,4.078195095,2.729282999,1.4942368,1.228179952
1.574,4.090228609,2.735032923,1.4954952,1.229721041
1.576,4.102302812,2.740797434,1.4967552,1.231267385
1.578,4.114417834,2.746576563,1.4980168,1.232818988
1.58,4.126573803,2.75237034,1.49928,1.234375854
1.582,4.13877085,2.758178796,1.5005448,1.235937989
1.584,4.151009104,2.764001963,1.5018112,1.237505395
1.586,4.163288696,2.76983987,1.5030792,1.239078079
1.588,4.175609758,2.775692551,1.5043488,1.240656044
1.59,4.187972419,2.781560034,1.50562,1.242239295
1.592,4.200376812,2.787442353,1.5068928,1.243827836
1.594,4.212823069,2.793339538,1.5081672,1.245421673
1.596,4.225311322,2.79925162,1.5094432,1.247020809
1.598,4.237841705,2.80517863,1.5107208,1.24862525
1.6,4.250414349,2.811120601,1.512,1.250235
1.602,4.26302939,2.817077564,1.5132808,1.251850064
1.604,4.27568696,2.82304955,1.5145632,1.253470447
1.606,4.288387195,2.829036591,1.5158472,1.255096153
1.608,4.301130229,2.835038718,1.5171328,1.256727188
1.61,4.313916197,2.841055964,1.51842,1.258363557
1.612,4.326745235,2.84708836,1.5197088,1.260005263
1.614,4.339617478,2.853135937,1.5209992,1.261652313
1.616,4.352533064,2.859198729,1.5222912,1.263304712
1.618,4.365492129,2.865276766,1.5235848,1.264962463
1.62,4.37849481,2.871370081,1.52488,1.266625574
1.622,4.391541244,2.877478706,1.5261768,1.268294047
1.624,4.40463157,2.883602673,1.5274752,1.26996789
1.626,4.417765926,2.889742015,1.5287752,1.271647106
1.628,4.430944451,2.895896762,1.5300768,1.273331702
1.63,4.444167284,2.902066949,1.53138,1.275021682
1.632,4.457434565,2.908252607,1.5326848,1.276717051
1.634,4.470746433,2.914453768,1.5339912,1.278417816
1.636,4.48410303,2.920670466,1.5352992,1.280123981
1.638,4.497504495,2.926902732,1.5366088,1.281835551
1.64,4.51095097,2.9331506,1.53792,1.283552533
1.642,4.524442597,2.939414101,1.5392328,1.285274932
1.644,4.537979518,2.945693269,1.5405472,1.287002752
1.646,4.551561875,2.951988137,1.5418632,1.288736
1.648,4.565189812,2.958298737,1.5431808,1.290474681
1.65,4.578863471,2.964625102,1.5445,1.292218801
1.652,4.592582996,2.970967266,1.5458208,1.293968366
1.654,4.606348531,2.977325261,1.5471432,1.29572338
1.656,4.620160221,2.98369912,1.5484672,1.29748385
1.658,4.634018212,2.990088876,1.5497928,1.299249781
1.66,4.647922647,2.996494563,1.55112,1.30102118
1.662,4.661873674,3.002916215,1.5524488,1.302798052
1.664,4.675871438,3.009353863,1.5537792,1.304580402
1.666,4.689916086,3.015807542,1.5551112,1.306368237
1.668,4.704007765,3.022277285,1.5564448,1.308161562
1.67,4.718146623,3.028763126,1.55778,1.309960384
1.672,4.732332807,3.035265098,1.5591168,1.311764708
1.674,4.746566466,3.041783235,1.5604552,1.313574541
1.676,4.76084775,3.04831757,1.5617952,1.315389888
1.678,4.775176806,3.054868138,1.5631368,1.317210755
1.68,4.789553784,3.061434972,1.56448,1.319037148
1.682,4.803978836,3.068018105,1.5658248,1.320869075
1.684,4.818452111,3.074617573,1.5671712,1.322706539
1.686,4.83297376,3.081233408,1.5685192,1.324549549
1.688,4.847543935,3.087865645,1.5698688,1.32639811
1.69,4.862162787,3.094514318,1.57122,1.328252228
1.692,4.876830469,3.101179461,1.5725728,1.330111909
1.694,4.891547134,3.107861109,1.5739272,1.331977161
1.696,4.906312934,3.114559296,1.5752832,1.333847988
1.698,4.921128023,3.121274055,1.5766408,1.335724398
1.7,4.935992556,3.128005422,1.578,1.337606397
1.702,4.950906686,3.134753431,1.5793608,1.339493991
1.704,4.96587057,3.141518116,1.5807232,1.341387187
1.706,4.980884361,3.148299513,1.5820872,1.343285991
1.708,4.995948216,3.155097655,1.5834528,1.34519041
1.71,5.011062291,3.161912577,1.58482,1.34710045
1.712,5.026226743,3.168744315,1.5861888,1.349016118
1.714,5.041441729,3.175592903,1.5875592,1.35093742
1.716,5.056707406,3.182458376,1.5889312,1.352864363
1.718,5.072023934,3.189340769,1.5903048,1.354796954
1.72,5.087391469,3.196240117,1.59168,1.3567352
1.722,5.102810172,3.203156455,1.5930568,1.358679106
1.724,5.118280201,3.210089818,1.5944352,1.360628681
1.726,5.133801716,3.217040241,1.5958152,1.36258393
1.728,5.149374878,3.224007761,1.5971968,1.36454486
1.73,5.164999848,3.230992411,1.59858,1.366511479
1.732,5.180676787,3.237994227,1.5999648,1.368483793
1.734,5.196405856,3.245013246,1.6013512,1.370461809
1.736,5.212187217,3.252049502,1.6027392,1.372445534
1.738,5.228021034,3.259103031,1.6041288,1.374434975
1.74,5.24390747,3.266173869,1.60552,1.376430139
1.742,5.259846687,3.273262051,1.6069128,1.378431032
1.744,5.27583885,3.280367613,1.6083072,1.380437663
1.746,5.291884124,3.287490591,1.6097032,1.382450038
1.748,5.307982674,3.294631021,1.6111008,1.384468164
1.75,5.324134664,3.301788939,1.6125,1.386492048
1.752,5.34034026,3.30896438,1.6139008,1.388521698
1.754,5.35659963,3.316157382,1.6153032,1.39055712
1.756,5.37291294,3.323367979,1.6167072,1.392598322
1.758,5.389280358,3.330596209,1.6181128,1.394645312
1.76,5.40570205,3.337842108,1.61952,1.396698095
1.762,5.422178186,3.345105711,1.6209288,1.398756681
1.764,5.438708933,3.352387055,1.6223392,1.400821075
1.766,5.455294462,3.359686178,1.6237512,1.402891286
